W1,W2,W3,Ret1,Ret2,Ret3,NSW
0.0,0.0,1.0,655.8243371582032,179.9599326324463,2438.3043359374997,15.20984008295033
0.0,0.3103448275862069,0.6896551724137931,752.3271411132812,591.6720538330078,2287.4369042968747,15.369207197044057
0.0,0.6206896551724138,0.3793103448275862,1758.4783306884765,2965.2195324707036,1864.8189453125,16.37131150456885
0.0,0.9655172413793104,0.034482758620689655,120.85035825729369,89.68857635498047,287.6351182556152,9.16278963767283
0.034482758620689655,0.2413793103448276,0.7241379310344828,841.7560504150391,611.4098681640625,2267.1935107421878,15.469644279376961
0.03448275862068966,0.5862068965517242,0.37931034482758624,1544.794610595703,2662.4314849853517,1886.5861328125,16.21437653749688
0.034482758620689655,0.896551724137931,0.06896551724137931,647.3705489730835,1307.4497108459473,432.0833708190918,12.029668195556601
0.06896551724137931,0.2413793103448276,0.6896551724137931,986.499180908203,734.9565380859374,2250.70361328125,15.643285521209714
0.06896551724137931,0.5517241379310345,0.3793103448275862,1530.2180957031248,2528.178871459961,1925.2990063476561,16.22001135917402
0.06896551724137931,0.896551724137931,0.034482758620689655,500.98265438079835,856.3818253326417,472.944454498291,11.853156862185678
0.10344827586206896,0.2413793103448276,0.6551724137931034,873.9969232177734,639.0369467163085,2178.4369360351566,15.427879874201386
0.10344827586206896,0.5862068965517241,0.3103448275862069,2255.009658203125,3913.9979199218747,1776.3390478515626,17.002196061730817
0.10344827586206896,0.896551724137931,0.0,625.3004067611694,1248.378017692566,457.7069921875001,11.212637904170379
0.13793103448275862,0.3103448275862069,0.5517241379310345,973.5925878906249,616.6666455078126,2210.5769653320312,15.619746145559299
0.13793103448275862,0.6206896551724138,0.2413793103448276,1917.3368041992187,3181.717635498047,1548.7452429199216,16.577809042075824
0.1724137931034483,0.06896551724137931,0.7586206896551724,923.0768450927735,341.7766650390625,2325.2311328125,15.517124385389291
0.1724137931034483,0.3793103448275862,0.4482758620689655,1194.389733886719,1142.0447381591798,2196.1810400390627,15.884271672683166
0.1724137931034483,0.6896551724137931,0.13793103448275862,1481.0010536193847,2131.342137298584,750.9757800292969,13.59233075239138
0.20689655172413793,0.1724137931034483,0.6206896551724138,983.9823852539063,680.6380267333985,2257.05498046875,15.680730431862688
0.20689655172413793,0.4827586206896552,0.3103448275862069,2299.7488476562494,3335.067841796875,1846.5869165039062,16.94418273377153
0.2413793103448276,0.0,0.7586206896551724,971.8344500732419,431.42765045166016,2304.59068359375,15.565473750858606
0.2413793103448276,0.3103448275862069,0.4482758620689655,1975.4804980468748,1778.3286706542967,2018.5223852539064,16.46790733905442
0.2413793103448276,0.6551724137931034,0.10344827586206896,1512.2429998779298,1312.307105703354,679.9153399658204,14.375767027409214
0.27586206896551724,0.1724137931034483,0.5517241379310345,1596.2563891601562,1187.9098205566406,2132.5274267578125,16.167798912883374
0.27586206896551724,0.5172413793103449,0.20689655172413793,1641.9097077941892,1253.369641828537,689.2242869567872,13.32998098915203
0.3103448275862069,0.06896551724137931,0.6206896551724138,1623.9313867187502,603.6564943695068,2175.514609375,16.025274660475617
0.3103448275862069,0.41379310344827586,0.27586206896551724,2143.914904785156,1271.0140868377687,935.9308422851564,15.264665945247998
0.3448275862068966,0.0,0.6551724137931034,1540.8836364746094,99.28222173690793,2196.0052465820313,15.872531072318338
0.3448275862068966,0.3448275862068966,0.3103448275862069,2893.6121875000003,1831.2804632568361,1274.960985107422,16.385526186835403
0.3448275862068966,0.6551724137931034,0.0,463.2635812377929,228.34032196253537,175.33597635269166,11.112016015745136
0.3793103448275862,0.3103448275862069,0.3103448275862069,2799.7920190429686,1539.719210205078,1235.5840942382813,15.990109483190363
0.3793103448275862,0.6206896551724138,0.0,888.7698077392579,417.11479404449466,369.4491668701172,12.957524532827588
0.41379310344827586,0.3103448275862069,0.27586206896551724,1979.125269317627,790.5953015136718,822.6670094299316,13.184263217952935
0.4482758620689655,0.0,0.5517241379310345,2509.2025390625,436.2167312502861,1861.892197265625,16.377425831737707
0.4482758620689655,0.3103448275862069,0.2413793103448276,616.6448167419434,62.41282638072969,248.67489910125732,9.245692442303408
0.4827586206896552,0.06896551724137931,0.4482758620689655,2913.5909594726563,1055.4207745361327,1485.4561889648437,16.013697441164293
0.4827586206896552,0.3793103448275862,0.13793103448275862,551.1114823150634,159.15018714427947,232.7745015907288,9.264416567890798
0.5172413793103449,0.1724137931034483,0.3103448275862069,2398.227572021485,898.1759344482422,917.5449041748046,15.235435059074172
0.5172413793103449,0.4827586206896552,0.0,366.90201713562016,31.924472270011897,99.68289070129393,9.132198681641007
0.5517241379310345,0.3103448275862069,0.13793103448275862,217.71803947448728,-99.99626523017882,133.0282705307007,8.536273022593589
0.5862068965517242,0.13793103448275865,0.2758620689655173,2174.5774349975586,690.5363246154784,886.2934907531738,13.84792509042742
0.6206896551724138,0.034482758620689655,0.3448275862068966,1918.907738037109,175.23233474731444,829.7810321044923,14.271947426107186
0.6206896551724138,0.3448275862068966,0.034482758620689655,295.33214515686035,-106.4016464328766,116.94985572814942,8.915100364233222
0.6551724137931034,0.27586206896551724,0.06896551724137931,464.2386534118653,-214.10076904296875,204.38795501708984,10.23273432813133
0.6896551724137931,0.20689655172413793,0.10344827586206896,762.7769996643067,-119.68042800903319,315.080563659668,11.298688827763607
0.7241379310344828,0.20689655172413793,0.06896551724137931,586.3573620605468,-165.0364057922363,241.52755172729493,10.55928410421329
0.7586206896551725,0.20689655172413796,0.03448275862068966,563.3257640075683,-129.89177895545959,209.45311094284057,10.188813122930714
0.8275862068965517,0.034482758620689655,0.13793103448275862,569.3362911987304,-257.1855798339844,378.9935586547851,11.284055224968748
0.8620689655172413,0.13793103448275862,0.0,660.8495790100097,37.555402288436895,216.05536630630496,9.573506541923852
1.0,0.0,0.0,539.2341708374023,-289.87836659431457,340.34804277420045,10.664635646058162
