Pref_Weight_0,Pref_Weight_1,Obj1_Mean,Obj1_Std,Obj1_SE,Obj2_Mean,Obj2_Std,Obj2_SE,Count
0.0,1.0,216.01846955776213,118.38143891319987,52.94178893683075,1403.5277947998047,522.5455737233075,233.68948483738868,5
0.034482758620689655,0.9655172413793104,229.31894053459163,98.41399535834846,44.01207671172318,1420.2037524414063,427.4180945656652,191.14718285245218,5
0.06896551724137931,0.9310344827586207,272.8879415893555,89.44981966227463,40.00317546798867,1384.9820324707032,562.8328014295406,251.70648079261872,5
0.10344827586206896,0.896551724137931,307.00091964721685,88.2648306760317,39.47323228282312,1392.8392364501954,746.2641305128867,333.73946499931793,5
0.13793103448275862,0.8620689655172413,326.8475175476075,53.03611569404174,23.718471990884154,1472.201506958008,544.4233133744456,243.47350744818613,5
0.1724137931034483,0.8275862068965517,407.0796658325195,82.58606973409822,36.933613183996314,1706.702876586914,563.4514746128765,251.98315985137776,5
0.20689655172413793,0.7931034482758621,527.7276058959961,61.37239422789696,27.446569087098663,1932.3841735839844,409.88651263727604,183.30682106345515,5
0.2413793103448276,0.7586206896551724,613.5291998291016,88.36484684587761,39.51796087374804,1918.6256524658202,497.3653469716752,222.42854509628697,5
0.27586206896551724,0.7241379310344828,805.1164233398438,32.987150726812295,14.752302281836776,2229.849255371094,145.7433242802099,65.17839607146898,5
0.3103448275862069,0.6896551724137931,907.0577761840821,99.70913139410243,44.59127915493428,2166.27288269043,234.9578430000159,105.07634175895174,5
0.3448275862068966,0.6551724137931034,1039.1081225585938,42.20838435653173,18.876163328328733,2180.819287719726,109.47707216292658,48.959635066790746,5
0.3793103448275862,0.6206896551724138,1224.4908685302732,77.27662813791454,34.55915871766998,2151.5820135498047,138.89047122684693,62.113707018041666,5
0.41379310344827586,0.5862068965517241,1312.5977850341797,31.573113037953668,14.119925402829859,2140.706195678711,77.25957529128856,34.551532452816865,5
0.4482758620689655,0.5517241379310345,1378.522466430664,43.56974280490498,19.48498133478998,2124.544760131836,75.12306147658194,33.59605442790659,5
0.4827586206896552,0.5172413793103449,1415.404010620117,63.61556823272941,28.449746999131822,2022.8806060791017,110.06520703161246,49.22265697605466,5
0.5172413793103449,0.4827586206896552,1520.2087072753907,113.31257455076046,50.67492388020261,1972.203876953125,71.4137372010731,31.937194181781003,5
0.5517241379310345,0.4482758620689655,1567.1998046875,141.30981022789734,63.1956683114347,1974.2499981689452,86.05941159778631,38.48693888725679,5
0.5862068965517241,0.41379310344827586,1619.9793115234377,57.03173029234072,25.505365161621558,1958.284567871094,26.693128870454863,11.93753013729985,5
0.6206896551724138,0.3793103448275862,1716.0297460937502,209.81346998576447,93.83143629665624,1894.2290161132812,155.23899369675345,69.42498853292041,5
0.6551724137931034,0.3448275862068966,1731.2777600097656,256.1851141608618,114.5694660174462,1805.4202392578125,173.68678857209136,77.67509320816598,5
0.6896551724137931,0.3103448275862069,1781.8717407226563,339.5169210749434,151.83658300700088,1736.9996533203125,272.55521554210935,121.89039791485274,5
0.7241379310344828,0.27586206896551724,1770.719919433594,416.5592395381969,186.29095525260527,1611.8948846435546,285.0333020197347,127.47076783347099,5
0.7586206896551724,0.2413793103448276,1753.6781646728516,469.3075733071012,209.8807272540288,1477.305809326172,280.63707661732525,125.5047160646312,5
0.7931034482758621,0.20689655172413793,1782.2086621093754,429.0071305474631,191.8578213472508,1418.0416229248046,302.7285966668284,135.38434417602892,5
0.8275862068965517,0.1724137931034483,1838.82052734375,363.37638034033296,162.50685757176052,1483.7797094726564,376.82508901510914,168.52130293303867,5
0.8620689655172413,0.13793103448275862,1990.2893408203126,378.698432589603,169.3590876485948,1169.7641271972657,367.81801732492744,164.4932180175466,5
0.896551724137931,0.10344827586206896,2059.403037109375,425.54246697241547,190.30837669265603,922.9717712402344,393.4293263657557,175.946943619156,5
0.9310344827586207,0.06896551724137931,2001.2579809570314,507.45861009071206,226.94238958607858,780.3437634277344,296.77946011824577,132.72380943001704,5
0.9655172413793104,0.034482758620689655,1963.2429852294918,568.8008162673075,254.37545816621352,645.5513952636718,292.97712112377786,131.02335173699137,5
1.0,0.0,1770.4006396484372,639.856811731906,286.1526653797653,590.8157376098633,242.5650431824005,108.47838510420388,5
